partner,epithelial_axis,ligand,receptor,p_value,median_MPR_arm,median_NMPR_arm,n_MPR,n_NMPR,p_adj
Stress-response,normal,SPP1,ITGAV_ITGB1,3.62E-43,0.625471397,1.277689074,338,1293,1.25E-42
Stress-response,normal,SPP1,ITGA5_ITGB1,3.62E-43,0.452603677,0.943474038,338,1293,1.25E-42
Stress-response,normal,VCAN,EGFR,3.62E-43,0.052125275,0.471189292,338,1293,1.25E-42
Stress-response,normal,FN1,SDC1,2.52E-42,0.534402691,1.337060127,338,1293,8.64E-42
Stress-response,normal,FN1,ITGA3_ITGB1,2.52E-42,0.174697259,0.598746266,338,1293,8.64E-42
Stress-response,normal,PTGS2,CAV1,7.94E-41,0.181111917,0.383802119,338,1293,2.69E-40
Stress-response,tumor,GRN,EGFR,8.16E-35,1.053815117,11.77499224,338,313,1.94E-34
Stress-response,tumor,GNAI2,EGFR,8.16E-35,0.718906794,7.039272279,338,313,1.94E-34
Stress-response,tumor,HSP90AA1,EGFR,8.16E-35,2.565420454,9.745886684,338,313,1.94E-34
Stress-response,tumor,ICAM1,EGFR,8.16E-35,0.848556671,4.459693145,338,313,1.94E-34
Stress-response,tumor,VEGFA,EGFR,8.16E-35,0.965960046,4.010094247,338,313,1.94E-34
Stress-response,tumor,CALM2,EGFR,8.16E-35,0.526993568,4.85847668,338,313,1.94E-34
Stress-response,tumor,TNF,SEMA4C,8.16E-35,0.087566645,0.83929172,338,313,1.94E-34
Stress-response,tumor,TNF,TNFRSF21,8.16E-35,0.365901332,1.45209223,338,313,1.94E-34
Stress-response,tumor,APOE,LSR,8.16E-35,1.727776212,3.320462114,338,313,1.94E-34
Stress-response,tumor,CALM3,EGFR,8.16E-35,0.258192477,2.891316742,338,313,1.94E-34
Stress-response,tumor,PGF,NRP1,8.16E-35,0.265872298,0,338,313,1.94E-34
Stress-response,tumor,TNFSF13B,TFRC,8.16E-35,2.764036213,0.606040707,338,313,1.94E-34
Stress-response,tumor,MDK,ITGA4_ITGB1,8.16E-35,0.666869222,1.011911687,338,313,1.94E-34
Stress-response,tumor,COL4A5,CD44,8.16E-35,0.475261601,1.634093183,338,313,1.94E-34
Stress-response,tumor,PTPN6,EGFR,8.16E-35,0.363822478,2.891316742,338,313,1.94E-34
Stress-response,tumor,ARPC5,LDLR,8.16E-35,1.788450881,1.097850819,338,313,1.94E-34
Stress-response,tumor,CIRBP,TREM1,8.16E-35,0.761317586,0,338,313,1.94E-34
Stress-response,tumor,CD209,CEACAM1,8.16E-35,0.25486857,0,338,313,1.94E-34
Stress-response,tumor,ADAM17,ITGA5,8.16E-35,0.827723524,0,338,313,1.94E-34
Stress-response,tumor,FN1,ITGAV_ITGB8,8.16E-35,0.234461925,0,338,313,1.94E-34
Stress-response,tumor,SEMA3F,NRP1,8.16E-35,0.247836218,0,338,313,1.94E-34
Stress-response,tumor,ADAM9,ITGA6,8.16E-35,0.851898266,0,338,313,1.94E-34
Stress-response,tumor,LAMA5,CD44,8.16E-35,0.354898535,1.634093183,338,313,1.94E-34
Stress-response,tumor,CD24,SIGLEC10,8.16E-35,0.81270311,2.308607194,338,313,1.94E-34
Stress-response,normal,LTF,TFRC,1.22E-33,1.492097118,0.13949743,338,1293,2.87E-33
Stress-response,normal,PLAU,ITGA3,1.69E-32,0.195811347,0.395993859,338,1293,3.97E-32
Stress-response,normal,SERPINE1,PLAUR,6.06E-31,0.024327315,0.104055229,338,1293,1.41E-30
Stress-response,normal,CALR,ITGA3,6.02E-29,0.60690135,0.936973795,338,1293,1.32E-28
Stress-response,normal,TIMP2,ITGA3,6.02E-29,0.5506845,0.837519722,338,1293,1.32E-28
Stress-response,normal,MDK,SDC3,2.54E-26,0.393019165,0.656016024,338,1293,5.48E-26
Stress-response,normal,SPP1,ITGAV_ITGB6,4.57E-26,0.507273388,0.415994224,338,1293,9.80E-26
Stress-response,tumor,EREG,EGFR_ERBB2,9.85E-26,0.222601125,0.397750929,338,313,1.99E-25
Stress-response,tumor,ALCAM,NRP1,9.85E-26,0.189310275,0.129154841,338,313,1.99E-25
Stress-response,tumor,LCN2,FCGR2A,9.85E-26,1.71362513,0.995059623,338,313,1.99E-25
Stress-response,tumor,ANXA1,FPR2_FPR3,9.85E-26,1.459995625,0.479193406,338,313,1.99E-25
Stress-response,normal,APOE,LSR,3.76E-23,0.623624407,0.860933651,338,1293,7.46E-23
Stress-response,normal,CXCL9,DPP4,2.35E-21,0.123003867,0.041552658,338,1293,4.60E-21
Stress-response,normal,HP,ITGAM,4.99E-21,0.093272339,0.023587704,338,1293,9.74E-21
Stress-response,normal,CIRBP,TREM1,3.40E-20,0.618198075,0.308100543,338,1293,6.60E-20
Stress-response,normal,C3,NRP1,3.40E-20,0.705268919,1.086835173,338,1293,6.60E-20
Stress-response,normal,CXCL10,SDC4,6.78E-20,0.285551347,0.193360644,338,1293,1.31E-19
Stress-response,normal,F11R,ITGAL_ITGB2,8.52E-19,0.682729198,0.796087541,338,1293,1.63E-18
Stress-response,normal,MDK,LRP1,7.03E-17,0.501990301,1.043099346,338,1293,1.32E-16
Stress-response,normal,MMP7,CD44,3.69E-16,1.004906887,2.61325684,338,1293,6.89E-16
Stress-response,normal,LCN2,FCGR2A,2.14E-14,0.739108239,1.776322563,338,1293,3.93E-14
Stress-response,tumor,GPC3,FLT1,6.54E-11,0.057029513,0,338,313,9.64E-11
Stress-response,tumor,FGF2,NRP1,6.54E-11,0.050974366,0,338,313,9.64E-11
Stress-response,tumor,FGF2,SDC2,6.54E-11,0.070929622,0,338,313,9.64E-11
Stress-response,tumor,ADAM23,ITGA5,6.54E-11,0.834220686,0,338,313,9.64E-11
Stress-response,tumor,MEGF10,ABCA1,6.54E-11,0.146783193,0,338,313,9.64E-11
Stress-response,tumor,TNF,CELSR2,6.54E-11,0.074940536,0,338,313,9.64E-11
Stress-response,tumor,FGF2,CD44,6.54E-11,0.475943284,0,338,313,9.64E-11
Stress-response,tumor,SPP1,CD44,6.54E-11,3.077857411,0,338,313,9.64E-11
Stress-response,tumor,GNAI2,CAV1,6.54E-11,0.393381663,0,338,313,9.64E-11
Stress-response,tumor,CXCL12,ITGA5,6.54E-11,0.154130375,0,338,313,9.64E-11
Stress-response,tumor,SPP1,ITGAV_ITGB5,6.54E-11,0.613596267,0,338,313,9.64E-11
Stress-response,tumor,ICAM1,CAV1,6.54E-11,0.46432533,0,338,313,9.64E-11
Stress-response,tumor,FGF2,SDC4,6.54E-11,0.329621521,0,338,313,9.64E-11
Stress-response,tumor,ARF1,CHRM3,6.54E-11,0.426462176,0,338,313,9.64E-11
Stress-response,tumor,SPP1,ITGAV_ITGB1,6.54E-11,0.858723935,0,338,313,9.64E-11
Stress-response,tumor,FN1,ITGA2,6.54E-11,0.202651323,0,338,313,9.64E-11
Stress-response,tumor,LAMC1,CD44,6.54E-11,0.459777772,0,338,313,9.64E-11
Stress-response,tumor,COL4A1,CD44,6.54E-11,0.200372625,0,338,313,9.64E-11
Stress-response,tumor,FN1,CD44,6.54E-11,0.640557911,0,338,313,9.64E-11
Stress-response,tumor,CXCL12,CD4,6.54E-11,0.072908998,0,338,313,9.64E-11
Stress-response,tumor,COL9A3,CD44,6.54E-11,0.109099663,0,338,313,9.64E-11
Stress-response,tumor,ADAM23,ITGA4,6.54E-11,0.272622697,0,338,313,9.64E-11
Stress-response,tumor,TGFB1,ITGB8,6.54E-11,0.894790541,0,338,313,9.64E-11
Stress-response,tumor,GNAI2,S1PR5,6.54E-11,0.067047837,0,338,313,9.64E-11
Stress-response,normal,GNAI2,CAV1,1.70E-10,0.941207342,0.847829395,338,1293,2.49E-10
Stress-response,normal,HSP90AA1,ERBB2,2.26E-10,0.919276916,0.65060917,338,1293,3.31E-10
Stress-response,normal,EREG,ERBB3,6.08E-10,0.502678595,0.332910664,338,1293,8.87E-10
Stress-response,normal,SLPI,CD4,1.60E-09,2.688389454,2.263575833,338,1293,2.31E-09
Stress-response,normal,C3,CD81,1.60E-09,2.28845358,2.742522632,338,1293,2.31E-09
Stress-response,normal,LTF,LRP1,1.69E-08,0.5676609,0.496900957,338,1293,2.41E-08
Stress-response,normal,C3,C3AR1,3.25E-08,0.510205058,0.848861867,338,1293,4.61E-08
Stress-response,tumor,ANXA1,DYSF,3.97E-08,0.358836189,0.714901127,338,313,5.57E-08
Stress-response,normal,SFTPD,LAIR1,1.03E-07,1.138881617,0.894386674,338,1293,1.44E-07
Stress-response,tumor,INHBA,BAMBI,4.25E-06,0.015203477,0,338,313,5.72E-06
Stress-response,tumor,INHBA,SMAD3,4.25E-06,0.093588554,0,338,313,5.72E-06
Stress-response,tumor,INHBA,TGFBR3,4.25E-06,0.039202474,0,338,313,5.72E-06
Stress-response,tumor,CXCL10,SDC4,4.25E-06,0.148472131,0,338,313,5.72E-06
Stress-response,tumor,MELTF,TFRC,4.25E-06,0.105814874,0,338,313,5.72E-06
Stress-response,normal,C3,ITGAX,9.58E-06,0.567486784,0.897335309,338,1293,1.28E-05
Stress-response,normal,C3,ITGAM,9.58E-06,0.615901547,0.975910386,338,1293,1.28E-05
Stress-response,normal,CXCL2,DPP4,9.58E-06,0.131335225,0.353018778,338,1293,1.28E-05
Stress-response,normal,S100A4,EGFR,1.93E-05,0.8071229,0.71061831,338,1293,2.57E-05
Stress-response,normal,ICAM1,MUC1,4.62E-05,1.455277633,1.314241753,338,1293,6.09E-05
Stress-response,normal,HBEGF,CD9,0.000197845,2.026844051,1.434103589,338,1293,0.000257408
Stress-response,normal,LGALS9,MET,0.000197845,0.624249631,0.464444896,338,1293,0.000257408
Stress-response,normal,APOE,LRP5,0.000197845,0.647171374,0.636197156,338,1293,0.000257408
Stress-response,normal,EREG,EGFR_ERBB2,0.000360274,0.266674195,0.253505814,338,1293,0.000466082
Stress-response,normal,INHBA,SMAD3,0.000419732,0.065327035,0.125275545,338,1293,0.000542125
Stress-response,normal,S100A4,ERBB3,0.00151817,1.278202777,0.945009721,338,1293,0.00193894
Stress-response,normal,INHBA,BAMBI,0.002579377,0.018196223,0.011283458,338,1293,0.003275952
Stress-response,normal,MUC1,SIGLEC9,0.002873857,0.191623786,0.195054814,338,1293,0.003647061
Stress-response,normal,SCGB3A1,MARCO,0.002934467,0.990522909,0.063906934,338,1293,0.003721025
Stress-response,normal,SFTPA2,CD93,0.006702026,0.289806462,0,338,1293,0.008444869
Stress-response,normal,ICAM1,CAV1,0.007706432,0.85371428,0.58384204,338,1293,0.009687566
Stress-response,normal,GRN,EGFR,0.008776926,1.208220757,1.134028447,338,1293,0.010998671
Stress-response,normal,SLPI,PLSCR1,0.020760784,2.251640553,1.932225336,338,1293,0.025833847
Stress-response,normal,HP,ITGB2,0.055214692,0.278359613,0.168653286,338,1293,0.068123682
Stress-response,normal,SCGB3A2,MARCO,0.06188151,1.680754982,0.088682429,338,1293,0.076290312
Stress-response,tumor,FN1,SDC1,0.068668808,0.843487991,0,338,313,0.0799137
Stress-response,tumor,GPC3,CD81,0.068668808,1.420349253,3.505868155,338,313,0.0799137
Stress-response,tumor,IL1B,IL1R2_IL1RAP,0.068668808,0.22343561,1.664395253,338,313,0.0799137
Stress-response,tumor,B2M,TFRC,0.068668808,10.66301465,1.7617663,338,313,0.0799137
Stress-response,tumor,ADM,ACKR3,0.068668808,2.021964019,3.446542156,338,313,0.0799137
Stress-response,tumor,FN1,ITGA6,0.068668808,0.254308849,0,338,313,0.0799137
Stress-response,tumor,GPC3,LRP1,0.068668808,0.549229451,1.471890204,338,313,0.0799137
Stress-response,tumor,CCL5,SDC1,0.068668808,0.525370817,0,338,313,0.0799137
Stress-response,tumor,INHBA,ACTR2,0.068668808,0.510003552,0,338,313,0.0799137
Stress-response,tumor,VEGFA,GPC1,0.068668808,0.952483037,2.168786753,338,313,0.0799137
Stress-response,tumor,MDK,SDC4,0.068668808,1.02317505,0.772953515,338,313,0.0799137
Stress-response,normal,HP,CD163,0.070762858,0.202693209,0.231410838,338,1293,0.082290771
Stress-response,normal,SFTPD,SIRPA,0.111881592,1.054713837,0.839997353,338,1293,0.128982456
Stress-response,normal,SFTPA1,TLR2,0.111881592,1.073692288,0.664418196,338,1293,0.128982456
Stress-response,normal,C3,CD46,0.390442124,0.839689978,0.681028015,338,1293,0.442150819
Stress-response,normal,CALM1,AQP1,0.390442124,0.654410868,0.851638132,338,1293,0.442150819
Stress-response,normal,CXCL8,SDC1,0.581976759,1.638569213,2.428068279,338,1293,0.653039184
Stress-response,normal,GNAI2,EGFR,0.581976759,0.896986585,0.799666289,338,1293,0.653039184
Stress-response,normal,HLA-A,ERBB2,0.581976759,0.861530861,0.725728778,338,1293,0.653039184
Stress-response,normal,CFH,ITGAM,0.612537687,0.235230331,0.16991414,338,1293,0.684928505
Stress-response,tumor,S100A4,EGFR,1,0.670157623,1.244553413,338,313,1
Stress-response,tumor,ANXA1,EGFR,1,2.045543648,2.163037431,338,313,1
Stress-response,tumor,HBEGF,CD9,1,3.185234967,3.569247163,338,313,1
Stress-response,tumor,RPS19,C5AR1,1,6.98917405,8.189204439,338,313,1
Stress-response,tumor,F11R,ITGAL_ITGB2,1,1.534073423,2.073248961,338,313,1
Stress-response,tumor,RTN4,GJB2,1,0.664329854,1.067025494,338,313,1
Stress-response,tumor,HMGB1,SDC1,1,2.111378233,1.279748212,338,313,1
Stress-response,tumor,HSPA8,LDLR,1,1.881938234,1.814345761,338,313,1
Stress-response,tumor,VEGFA,NRP1,1,1.216412147,0.297771658,338,313,1
Stress-response,tumor,ACTR2,LDLR,1,1.428793115,1.186283185,338,313,1
Stress-response,tumor,VIM,CD44,1,3.686754789,2.42515476,338,313,1
Stress-response,tumor,ANGPTL4,SDC1,,0,0,338,313,
