partner,epithelial_axis,ligand,receptor,p_value,median_MPR_arm,median_NMPR_arm,n_MPR,n_NMPR,p_adj
M2-SIGLEC8+,normal,LAMC2,CD44,1.50E-100,0.258857116,0.6331502,338,1329,1.16E-99
M2-SIGLEC8+,normal,SFTPD,LY96,4.52E-87,1.4455143,0.091119952,338,1329,3.24E-86
M2-SIGLEC8+,normal,FGG,TLR4,3.33E-70,0.068691637,0.165453621,338,1329,1.49E-69
M2-SIGLEC8+,normal,SFTPD,LAIR1,5.77E-68,2.296185887,0.781411472,338,1329,2.55E-67
M2-SIGLEC8+,normal,C3,ITGAX,6.04E-64,0.305699007,0.662902259,338,1329,2.63E-63
M2-SIGLEC8+,normal,ICAM1,IL2RA,4.78E-60,0.182260814,0.440177788,338,1329,2.05E-59
M2-SIGLEC8+,normal,GPC3,CD81,8.24E-54,0.614200403,0.081695059,338,1329,3.37E-53
M2-SIGLEC8+,normal,SCGB3A2,MARCO,6.42E-52,1.419247247,0.004212364,338,1329,2.59E-51
M2-SIGLEC8+,normal,PLAU,ITGA3,2.78E-49,0.331099051,0.557869594,338,1329,1.10E-48
M2-SIGLEC8+,tumor,MXRA5,SIGLEC8,8.15E-48,0.019495082,0,338,313,3.02E-47
M2-SIGLEC8+,tumor,IGF1,IGF1R,8.15E-48,0.054098884,0,338,313,3.02E-47
M2-SIGLEC8+,tumor,TGFA,PTPRD,8.15E-48,0.014903423,0,338,313,3.02E-47
M2-SIGLEC8+,tumor,SAA1,SCARB1,8.15E-48,0.174556852,0,338,313,3.02E-47
M2-SIGLEC8+,tumor,FGF2,SDC2,8.15E-48,0.02617777,0,338,313,3.02E-47
M2-SIGLEC8+,tumor,CXCL12,ITGAV,8.15E-48,0.077329026,0,338,313,3.02E-47
M2-SIGLEC8+,tumor,LRPAP1,VLDLR,8.15E-48,0.092377834,0,338,313,3.02E-47
M2-SIGLEC8+,tumor,NRG1,SIGLEC7,8.15E-48,0.039834522,0,338,313,3.02E-47
M2-SIGLEC8+,tumor,ADAM23,ITGA4,8.15E-48,0.157485828,0,338,313,3.02E-47
M2-SIGLEC8+,normal,LGALS3BP,CD33,7.91E-45,1.428522717,0.874322789,338,1329,2.79E-44
M2-SIGLEC8+,normal,ANGPTL4,SDC3,6.04E-44,0.05744399,0.136792515,338,1329,2.11E-43
M2-SIGLEC8+,normal,SFTPD,TLR4,2.91E-43,1.608039519,1.214084602,338,1329,1.01E-42
M2-SIGLEC8+,normal,LAMA5,CD44,7.68E-41,0.35367205,0.52965217,338,1329,2.61E-40
M2-SIGLEC8+,normal,CD55,CR1,3.68E-35,0.487884459,0.766781884,338,1329,1.19E-34
M2-SIGLEC8+,normal,MMP7,CD44,4.80E-35,0.772565076,1.993862808,338,1329,1.55E-34
M2-SIGLEC8+,tumor,GRN,EGFR,8.16E-35,1.883629565,13.01154564,338,313,1.94E-34
M2-SIGLEC8+,tumor,GNAI2,EGFR,8.16E-35,1.171102151,6.347287803,338,313,1.94E-34
M2-SIGLEC8+,tumor,C1QB,C1QBP,8.16E-35,1.184205827,2.581439078,338,313,1.94E-34
M2-SIGLEC8+,tumor,CALM2,EGFR,8.16E-35,0.867030564,5.068564049,338,313,1.94E-34
M2-SIGLEC8+,tumor,HSP90AA1,EGFR,8.16E-35,1.564371303,7.525911826,338,313,1.94E-34
M2-SIGLEC8+,tumor,ICAM1,EGFR,8.16E-35,0.483778189,4.829648285,338,313,1.94E-34
M2-SIGLEC8+,tumor,ANXA1,EGFR,8.16E-35,0.602122271,3.30501181,338,313,1.94E-34
M2-SIGLEC8+,tumor,CALM3,EGFR,8.16E-35,0.558888531,2.799012459,338,313,1.94E-34
M2-SIGLEC8+,tumor,RTN4,GJB2,8.16E-35,0.534049141,1.19658544,338,313,1.94E-34
M2-SIGLEC8+,tumor,HMGB1,SDC1,8.16E-35,2.178918595,1.735299343,338,313,1.94E-34
M2-SIGLEC8+,tumor,EFNB2,PECAM1,8.16E-35,0.681578509,0,338,313,1.94E-34
M2-SIGLEC8+,tumor,SERPINE2,LRP1,8.16E-35,0.115037274,1.833019487,338,313,1.94E-34
M2-SIGLEC8+,tumor,MDK,ITGA6_ITGB1,8.16E-35,0.492563166,1.251517742,338,313,1.94E-34
M2-SIGLEC8+,tumor,COL4A5,CD47,8.16E-35,0.285423888,1.064218509,338,313,1.94E-34
M2-SIGLEC8+,tumor,COL4A5,CD44,8.16E-35,0.29053474,1.772051668,338,313,1.94E-34
M2-SIGLEC8+,tumor,LIN7C,ABCA1,8.16E-35,0.414258803,0.877891787,338,313,1.94E-34
M2-SIGLEC8+,tumor,ACTR2,LDLR,8.16E-35,1.59187649,1.061560997,338,313,1.94E-34
M2-SIGLEC8+,tumor,HSP90B1,TLR7,8.16E-35,2.153657626,0.670614131,338,313,1.94E-34
M2-SIGLEC8+,normal,C3,CR1,2.55E-32,0.800364336,1.072217741,338,1329,5.98E-32
M2-SIGLEC8+,normal,TFPI,LRP1,5.34E-31,0.572536024,0.702371147,338,1329,1.24E-30
M2-SIGLEC8+,normal,TIMP2,ITGA3,2.77E-29,0.566964144,0.831853266,338,1329,6.13E-29
M2-SIGLEC8+,normal,MDK,SDC3,4.50E-29,2.207903482,1.520328263,338,1329,9.94E-29
M2-SIGLEC8+,tumor,GPC3,LRP1,9.85E-26,1.04620642,1.289775982,338,313,1.99E-25
M2-SIGLEC8+,tumor,HGF,SDC1,9.85E-26,0.448975116,0.202107609,338,313,1.99E-25
M2-SIGLEC8+,tumor,ANXA1,DYSF,9.85E-26,2.426838968,0.757189002,338,313,1.99E-25
M2-SIGLEC8+,tumor,FAM3C,LAMP1,9.85E-26,1.940412951,1.871682145,338,313,1.99E-25
M2-SIGLEC8+,tumor,ALCAM,NRP1,9.85E-26,0.59172716,0.088426131,338,313,1.99E-25
M2-SIGLEC8+,tumor,ARPC5,LDLR,9.85E-26,0.914571959,1.106511262,338,313,1.99E-25
M2-SIGLEC8+,tumor,LCN2,FCGR2A,9.85E-26,2.423537675,0.959556921,338,313,1.99E-25
M2-SIGLEC8+,tumor,PSEN1,NOTCH3,9.85E-26,0.246567362,0.393103687,338,313,1.99E-25
M2-SIGLEC8+,tumor,ADO,ADORA3,9.85E-26,0.328804044,0.371143201,338,313,1.99E-25
M2-SIGLEC8+,tumor,LGALS3BP,CD33,9.85E-26,0.529422123,0.815339093,338,313,1.99E-25
M2-SIGLEC8+,tumor,HSPA1A,TLR4,9.85E-26,1.777151746,2.341427916,338,313,1.99E-25
M2-SIGLEC8+,tumor,VEGFA,NRP2,9.85E-26,0.496754645,0.582146324,338,313,1.99E-25
M2-SIGLEC8+,tumor,ANXA1,FPR1,9.85E-26,1.770663165,1.107023896,338,313,1.99E-25
M2-SIGLEC8+,normal,CXCL12,ACKR3,5.54E-25,0.093111876,0,338,1329,1.11E-24
M2-SIGLEC8+,normal,CXCL12,DPP4,5.54E-25,0.019303,0,338,1329,1.11E-24
M2-SIGLEC8+,normal,ICAM1,MUC1,7.90E-25,0.814229428,1.213882531,338,1329,1.58E-24
M2-SIGLEC8+,normal,LTF,LRP1,3.82E-23,1.078040334,0.46306929,338,1329,7.57E-23
M2-SIGLEC8+,normal,SAA1,SCARB1,2.51E-19,0.129741949,0.17640201,338,1329,4.85E-19
M2-SIGLEC8+,normal,SCGB3A1,MARCO,2.52E-19,0.842172087,0.000766512,338,1329,4.85E-19
M2-SIGLEC8+,normal,C3,CD81,2.74E-19,3.188879822,3.093803092,338,1329,5.26E-19
M2-SIGLEC8+,normal,C3,LRP1,2.76E-18,1.275240962,1.815058959,338,1329,5.26E-18
M2-SIGLEC8+,normal,SFTPD,SIRPA,5.12E-18,0.479448789,0.114562455,338,1329,9.74E-18
M2-SIGLEC8+,normal,CP,SLC40A1,5.59E-16,1.954264756,0.671685098,338,1329,1.04E-15
M2-SIGLEC8+,normal,APOE,LDLR,2.87E-14,0.971734486,2.229353775,338,1329,5.26E-14
M2-SIGLEC8+,normal,MUC1,SIGLEC9,4.89E-14,0.044464623,0,338,1329,8.94E-14
M2-SIGLEC8+,normal,LCN2,FCGR2A,9.08E-14,0.974935384,1.582424337,338,1329,1.66E-13
M2-SIGLEC8+,tumor,IGF1,ITGA6_ITGB4,1.37E-13,0.070520054,0.254519431,338,313,2.43E-13
M2-SIGLEC8+,tumor,GSTP1,EGFR,1.37E-13,0.757042138,5.170875011,338,313,2.43E-13
M2-SIGLEC8+,tumor,SFRP1,FZD2,1.37E-13,0.011182252,0.07936253,338,313,2.43E-13
M2-SIGLEC8+,tumor,CX3CL1,ITGAV,1.37E-13,0.146647043,1.060375105,338,313,2.43E-13
M2-SIGLEC8+,tumor,CD24,SIGLEC10,1.37E-13,0.023406659,2.625847872,338,313,2.43E-13
M2-SIGLEC8+,tumor,BMP7,ENG,1.37E-13,0.020804626,0.141213898,338,313,2.43E-13
M2-SIGLEC8+,tumor,PTDSS1,SCARB1,1.37E-13,0.476383862,1.107576515,338,313,2.43E-13
M2-SIGLEC8+,tumor,ADM,ACKR3,1.37E-13,0.297032514,0.947174683,338,313,2.43E-13
M2-SIGLEC8+,tumor,PTPN6,EGFR,1.37E-13,0.313520568,2.055891645,338,313,2.43E-13
M2-SIGLEC8+,tumor,NTS,SORT1,1.37E-13,0.115196902,0.89838753,338,313,2.43E-13
M2-SIGLEC8+,tumor,BMP7,ACVR1B,1.37E-13,0.010257674,0.096383384,338,313,2.43E-13
M2-SIGLEC8+,tumor,ANG,EGFR,1.37E-13,0.022004868,0.448591415,338,313,2.43E-13
M2-SIGLEC8+,normal,CALR,ITGA3,3.86E-13,0.728573926,0.696533434,338,1329,6.80E-13
M2-SIGLEC8+,normal,LTF,TFRC,1.50E-11,0.303369348,0.437196801,338,1329,2.61E-11
M2-SIGLEC8+,tumor,FGF2,SDC3,6.54E-11,0.447202995,0,338,313,9.64E-11
M2-SIGLEC8+,tumor,MEGF10,ABCA1,6.54E-11,0.111139023,0,338,313,9.64E-11
M2-SIGLEC8+,tumor,FGF2,NRP1,6.54E-11,0.159330586,0,338,313,9.64E-11
M2-SIGLEC8+,tumor,APOE,LRP6,6.54E-11,0.505805062,0,338,313,9.64E-11
M2-SIGLEC8+,tumor,GNAI2,CAV1,6.54E-11,0.640820361,0,338,313,9.64E-11
M2-SIGLEC8+,tumor,FGF2,CD44,6.54E-11,0.290951463,0,338,313,9.64E-11
M2-SIGLEC8+,tumor,CXCL12,CD4,6.54E-11,0.217568419,0,338,313,9.64E-11
M2-SIGLEC8+,tumor,PGF,NRP2,6.54E-11,0.118803824,0,338,313,9.64E-11
M2-SIGLEC8+,tumor,ARF1,CHRM3,6.54E-11,0.376440748,0,338,313,9.64E-11
M2-SIGLEC8+,tumor,ANGPTL4,SDC3,6.54E-11,0.157597371,0,338,313,9.64E-11
M2-SIGLEC8+,tumor,LAMC1,CD44,6.54E-11,0.281069236,0,338,313,9.64E-11
M2-SIGLEC8+,tumor,PCSK9,CD81,6.54E-11,0.268165842,0,338,313,9.64E-11
M2-SIGLEC8+,tumor,ICAM1,CAV1,6.54E-11,0.264720642,0,338,313,9.64E-11
M2-SIGLEC8+,tumor,CXCL12,CXCR4,6.54E-11,0.203346944,0,338,313,9.64E-11
M2-SIGLEC8+,tumor,GNAI2,S1PR5,6.54E-11,0.109221204,0,338,313,9.64E-11
M2-SIGLEC8+,tumor,SEMA3D,PLXND1,6.54E-11,0.015165578,0,338,313,9.64E-11
M2-SIGLEC8+,tumor,NRG1,MS4A4A,6.54E-11,0.180465916,0,338,313,9.64E-11
M2-SIGLEC8+,tumor,COL4A1,CD47,6.54E-11,0.120336113,0,338,313,9.64E-11
M2-SIGLEC8+,normal,APOE,LSR,1.58E-09,1.468395238,1.603979608,338,1329,2.29E-09
M2-SIGLEC8+,normal,MXRA5,SIGLEC8,5.23E-09,0.005041868,0,338,1329,7.50E-09
M2-SIGLEC8+,tumor,CXCL12,ACKR3,3.97E-08,0.241724741,0.188360016,338,313,5.57E-08
M2-SIGLEC8+,tumor,GPC3,VSIG10L,3.97E-08,0.075681942,0.119884914,338,313,5.57E-08
M2-SIGLEC8+,tumor,PDGFB,ADGRV1,3.97E-08,0.021368041,0.018452194,338,313,5.57E-08
M2-SIGLEC8+,tumor,WNT5A,FZD2,3.97E-08,0.050328188,0.034422534,338,313,5.57E-08
M2-SIGLEC8+,tumor,DLL1,NOTCH3,3.97E-08,0.063388672,0.078377813,338,313,5.57E-08
M2-SIGLEC8+,tumor,LRPAP1,LDLR,3.97E-08,0.271141135,0.540867004,338,313,5.57E-08
M2-SIGLEC8+,normal,HGF,MET,1.20E-07,0.036511852,0.036730212,338,1329,1.67E-07
M2-SIGLEC8+,tumor,CCL18,PITPNM3,4.25E-06,0.036625611,0,338,313,5.72E-06
M2-SIGLEC8+,tumor,MELTF,TFRC,4.25E-06,0.094944465,0,338,313,5.72E-06
M2-SIGLEC8+,tumor,RIMS2,ABCA1,4.25E-06,0.075178276,0,338,313,5.72E-06
M2-SIGLEC8+,tumor,SLPI,CD4,4.25E-06,0.14204301,0,338,313,5.72E-06
M2-SIGLEC8+,normal,SLPI,CD4,7.90E-06,4.166249106,3.547504847,338,1329,1.05E-05
M2-SIGLEC8+,normal,C1QB,C1QBP,2.32E-05,0.951837683,1.016067427,338,1329,3.08E-05
M2-SIGLEC8+,normal,LGALS9,MET,0.000110453,0.963856099,0.556018264,338,1329,0.000144529
M2-SIGLEC8+,normal,ICAM1,EGFR,0.000870358,0.469083509,0.42130483,338,1329,0.001118732
M2-SIGLEC8+,normal,APOE,LRP6,0.00198072,0.843713685,0.61492176,338,1329,0.002525655
M2-SIGLEC8+,normal,C3,CD46,0.002456353,1.025345683,1.136232824,338,1329,0.003124669
M2-SIGLEC8+,normal,IGF1,INSR,0.00320522,0.018464444,0,338,1329,0.004061131
M2-SIGLEC8+,normal,GRN,EGFR,0.00373419,1.45983147,1.34639735,338,1329,0.004720134
M2-SIGLEC8+,normal,HP,CD163,0.008201105,0.614941497,0.199402493,338,1329,0.010285151
M2-SIGLEC8+,normal,HP,ITGB2,0.008201105,0.542919495,0.160700053,338,1329,0.010285151
M2-SIGLEC8+,normal,HP,TLR4,0.008201105,0.318191877,0.073851652,338,1329,0.010285151
M2-SIGLEC8+,normal,CXCL12,SDC4,0.037153983,0.096158404,0,338,1329,0.045946805
M2-SIGLEC8+,tumor,GPC3,CD81,0.068668808,2.378206832,3.756151294,338,313,0.0799137
M2-SIGLEC8+,tumor,B2M,TFRC,0.068668808,11.90137442,1.898802621,338,313,0.0799137
M2-SIGLEC8+,tumor,APOE,SORL1,0.068668808,2.078873365,4.329004202,338,313,0.0799137
M2-SIGLEC8+,tumor,MDK,ITGA4_ITGB1,0.068668808,0.538376918,1.20554747,338,313,0.0799137
M2-SIGLEC8+,tumor,LGALS9,SLC1A5,0.068668808,1.309511478,1.792903814,338,313,0.0799137
M2-SIGLEC8+,normal,GNAI2,EGFR,0.093854919,0.932180313,0.814819612,338,1329,0.108749287
M2-SIGLEC8+,normal,MDK,LRP1,0.098142952,0.95198006,0.972503527,338,1329,0.113635468
M2-SIGLEC8+,normal,GNAI2,CAV1,0.102586059,0.919784816,1.020339026,338,1329,0.118522477
M2-SIGLEC8+,normal,CALM2,AQP1,0.107187722,0.507608432,0.328479366,338,1329,0.123749579
M2-SIGLEC8+,normal,SLPI,PLSCR1,0.169230872,1.949130346,1.795107026,338,1329,0.19439667
M2-SIGLEC8+,normal,C3,NRP1,0.491888718,1.053737025,0.690438936,338,1329,0.555067086
M2-SIGLEC8+,normal,C3,C3AR1,0.547582606,1.451392374,1.476787974,338,1329,0.617478552
M2-SIGLEC8+,normal,HLA-A,ERBB2,0.59130533,1.048647044,0.823775588,338,1329,0.662576891
M2-SIGLEC8+,normal,APOE,LRP5,0.813261661,1.423128535,1.344977152,338,1329,0.907470618
M2-SIGLEC8+,normal,IGF1,ITGA6_ITGB4,0.827558621,0.029407429,0,338,1329,0.922779802
M2-SIGLEC8+,tumor,APOE,LDLR,1,2.98296056,2.693725417,338,313,1
M2-SIGLEC8+,tumor,APOE,LSR,1,3.81380845,3.589589048,338,313,1
M2-SIGLEC8+,tumor,MDK,SDC3,1,2.768197635,3.629995711,338,313,1
M2-SIGLEC8+,tumor,HSPA4,TLR4,1,0.523838747,0.605317911,338,313,1
M2-SIGLEC8+,tumor,HLA-A,APLP2,1,5.845278819,7.086423632,338,313,1
MRC1+ M2-like,normal,LAMB3,ITGA6_ITGB1,1.36E-155,0.132812247,0.483495816,419,1329,1.56E-153
MRC1+ M2-like,normal,LAMB3,CD151,3.14E-143,0.169989233,0.456825992,419,1329,3.14E-141
MRC1+ M2-like,normal,S100A9,CD68,1.16E-142,0.085390801,0.425890971,419,1329,1.09E-140
MRC1+ M2-like,normal,LAMB3,CD44,3.50E-131,0.382259854,1.055471143,419,1329,2.44E-129
MRC1+ M2-like,tumor,LPL,SDC1,4.99E-115,2.752319091,0.959253198,338,313,4.41E-114
MRC1+ M2-like,tumor,LPL,VLDLR,4.99E-115,0.527464279,0,338,313,4.41E-114
MRC1+ M2-like,tumor,APOC1,VLDLR,4.99E-115,1.484343847,0,338,313,4.41E-114
MRC1+ M2-like,tumor,AGRP,SDC1,4.99E-115,0.39742819,0,338,313,4.41E-114
MRC1+ M2-like,tumor,MDK,SDC2,4.99E-115,0.257801667,5.463883348,338,313,4.41E-114
MRC1+ M2-like,tumor,F11R,ITGAL_ITGB2,4.99E-115,2.143255965,0.501419867,338,313,4.41E-114
MRC1+ M2-like,tumor,APOE,VLDLR,4.99E-115,0.97969852,0,338,313,4.41E-114
MRC1+ M2-like,tumor,FN1,ITGAV_ITGB8,4.99E-115,0.792417425,0,338,313,4.41E-114
MRC1+ M2-like,tumor,MDK,ITGA6_ITGB1,4.99E-115,0.563402439,1.698984763,338,313,4.41E-114
MRC1+ M2-like,tumor,RPS19,C5AR1,4.99E-115,5.248938999,9.098554015,338,313,4.41E-114
MRC1+ M2-like,tumor,MDK,ITGA4_ITGB1,4.99E-115,0.483099465,1.698984763,338,313,4.41E-114
MRC1+ M2-like,tumor,BMP7,ACTR2,4.99E-115,0.080014068,0.73407057,338,313,4.41E-114
MRC1+ M2-like,tumor,FAM3C,LAMP1,4.99E-115,1.407833884,2.464868311,338,313,4.41E-114
MRC1+ M2-like,tumor,MDK,NCL,4.99E-115,1.011205786,3.297274168,338,313,4.41E-114
MRC1+ M2-like,tumor,LRPAP1,VLDLR,4.99E-115,0.310647746,0,338,313,4.41E-114
MRC1+ M2-like,tumor,JAML,CXADR,4.99E-115,0.80262318,0,338,313,4.41E-114
MRC1+ M2-like,tumor,CXADR,JAML,4.99E-115,0.80262318,0,338,313,4.41E-114
MRC1+ M2-like,tumor,ADAM9,ITGA6,4.99E-115,0.286297139,0.440977375,338,313,4.41E-114
MRC1+ M2-like,tumor,SERPINE1,LRP1,4.99E-115,0.03809708,0.467827615,338,313,4.41E-114
MRC1+ M2-like,tumor,RGMA,HFE,4.99E-115,0.068062473,0,338,313,4.41E-114
MRC1+ M2-like,tumor,SERPINE1,PLAUR,4.99E-115,0.054824207,3.683664835,338,313,4.41E-114
MRC1+ M2-like,tumor,PSAP,CELSR1,4.99E-115,0.487479809,8.590663044,338,313,4.41E-114
MRC1+ M2-like,tumor,CIRBP,TREM1,4.99E-115,1.053118741,0,338,313,4.41E-114
MRC1+ M2-like,tumor,APOE,LRP5,4.99E-115,0.318154406,5.086117073,338,313,4.41E-114
MRC1+ M2-like,tumor,TGFB1,ITGB8,4.99E-115,0.428303091,0,338,313,4.41E-114
MRC1+ M2-like,tumor,BMP7,ACVR1_BMPR2,4.99E-115,0.007079498,0.261283018,338,313,4.41E-114
MRC1+ M2-like,normal,LAMC2,ITGA6_ITGB1,1.61E-108,0.123256798,0.274650921,419,1329,1.35E-107
MRC1+ M2-like,normal,CIRBP,TREM1,9.27E-107,1.213338254,0.550259936,419,1329,7.76E-106
MRC1+ M2-like,normal,LAMC2,CD44,4.32E-102,0.389432678,0.768353728,419,1329,3.37E-101
MRC1+ M2-like,normal,SCGB3A2,MARCO,2.20E-100,6.200953644,0.139039907,419,1329,1.68E-99
MRC1+ M2-like,normal,LPL,SDC1,1.19E-85,1.36934688,0.791833967,419,1329,8.41E-85
MRC1+ M2-like,normal,MDK,SDC2,2.72E-65,0.259356398,0.543157422,419,1329,1.19E-64
MRC1+ M2-like,normal,CALR,ITGA3,5.27E-55,0.640796198,0.899546189,419,1329,2.16E-54
MRC1+ M2-like,normal,SCGB3A1,MARCO,1.08E-53,4.036858505,0.159210348,419,1329,4.39E-53
MRC1+ M2-like,normal,C3,C3AR1,3.27E-48,0.226648063,0.761485288,419,1329,1.29E-47
MRC1+ M2-like,normal,LAMC2,CD151,5.75E-45,0.173178955,0.292445387,419,1329,2.03E-44
MRC1+ M2-like,normal,APOE,LSR,1.45E-41,1.192611102,1.344451487,419,1329,4.96E-41
MRC1+ M2-like,normal,TIMP2,ITGA3,1.32E-40,0.616289069,0.768171974,419,1329,4.45E-40
MRC1+ M2-like,normal,LPL,CD44,9.18E-40,0.919228017,0.618176425,419,1329,3.07E-39
MRC1+ M2-like,normal,S100A10,CFTR,2.41E-35,0.331972514,0.069529373,419,1329,7.80E-35
MRC1+ M2-like,tumor,GRN,EGFR,8.16E-35,1.796069999,12.22843219,338,313,1.94E-34
MRC1+ M2-like,tumor,GNAI2,EGFR,8.16E-35,1.047493943,7.07360272,338,313,1.94E-34
MRC1+ M2-like,tumor,CALM2,EGFR,8.16E-35,0.939865952,7.34100496,338,313,1.94E-34
MRC1+ M2-like,tumor,ANXA1,EGFR,8.16E-35,0.910612778,9.825843375,338,313,1.94E-34
MRC1+ M2-like,tumor,THBS1,SDC1,8.16E-35,0.75822901,0,338,313,1.94E-34
MRC1+ M2-like,tumor,GSTP1,EGFR,8.16E-35,0.821165429,5.309030542,338,313,1.94E-34
MRC1+ M2-like,tumor,RTN4,GJB2,8.16E-35,0.532842021,1.623207948,338,313,1.94E-34
MRC1+ M2-like,tumor,EFNB2,PECAM1,8.16E-35,0.565277754,0,338,313,1.94E-34
MRC1+ M2-like,tumor,HSP90AA1,EGFR,8.16E-35,1.509070874,7.589582327,338,313,1.94E-34
MRC1+ M2-like,tumor,CALM3,EGFR,8.16E-35,0.388204019,2.72842825,338,313,1.94E-34
MRC1+ M2-like,tumor,THBS1,ITGA6,8.16E-35,0.347918593,0,338,313,1.94E-34
MRC1+ M2-like,tumor,PTPN6,EGFR,8.16E-35,0.384594567,1.621335005,338,313,1.94E-34
MRC1+ M2-like,tumor,BDNF,SORT1,8.16E-35,0.434509731,0,338,313,1.94E-34
MRC1+ M2-like,tumor,SERPINE2,LRP1,8.16E-35,0.088130456,0.845758538,338,313,1.94E-34
MRC1+ M2-like,tumor,S100A4,ERBB3,8.16E-35,1.792941159,0,338,313,1.94E-34
MRC1+ M2-like,tumor,MAML2,NOTCH3,8.16E-35,0.118573056,0.291106009,338,313,1.94E-34
MRC1+ M2-like,tumor,PSEN1,NOTCH3,8.16E-35,0.245744058,0.64100079,338,313,1.94E-34
MRC1+ M2-like,tumor,COL4A5,CD44,8.16E-35,0.316069736,2.104899674,338,313,1.94E-34
MRC1+ M2-like,tumor,MDK,SDC4,8.16E-35,0.339833998,1.006960873,338,313,1.94E-34
MRC1+ M2-like,tumor,RGMA,BMPR2,8.16E-35,0.189953234,0,338,313,1.94E-34
MRC1+ M2-like,tumor,ADAM17,ITGA5,8.16E-35,0.306465619,1.15293654,338,313,1.94E-34
MRC1+ M2-like,tumor,JAG1,CD46,8.16E-35,0.735175882,0.168255747,338,313,1.94E-34
MRC1+ M2-like,normal,S100A4,ERBB3,1.31E-32,2.154234049,1.289344191,419,1329,3.09E-32
MRC1+ M2-like,normal,SFTPD,LY96,6.07E-31,0.783397267,0.497657349,419,1329,1.41E-30
MRC1+ M2-like,normal,TGM2,SDC4,9.45E-31,1.221242341,1.038147611,419,1329,2.18E-30
MRC1+ M2-like,normal,CALM2,EGFR,6.34E-30,0.966844713,0.618606529,419,1329,1.46E-29
MRC1+ M2-like,normal,THBS1,SDC1,1.33E-29,0.261220352,0.080322111,419,1329,3.06E-29
MRC1+ M2-like,normal,THBS1,SDC4,1.33E-29,0.412848629,0.05176609,419,1329,3.06E-29
MRC1+ M2-like,normal,BMP2,ACTR2,5.31E-29,0.200552072,0.480673157,419,1329,1.17E-28
MRC1+ M2-like,normal,CD55,ADGRE5,5.38E-28,0.580941458,0.654869536,419,1329,1.17E-27
MRC1+ M2-like,normal,LTF,TFRC,3.46E-27,1.343061176,0.665109218,419,1329,7.51E-27
MRC1+ M2-like,normal,LTF,LRP1,3.46E-27,0.89344903,0.532655884,419,1329,7.51E-27
MRC1+ M2-like,normal,GPC3,CD81,1.11E-26,0.081046473,0.080819313,419,1329,2.41E-26
MRC1+ M2-like,tumor,GPC3,LRP1,9.85E-26,0.810222501,0.595104994,338,313,1.99E-25
MRC1+ M2-like,tumor,APOE,LDLR,9.85E-26,2.004182604,1.907026603,338,313,1.99E-25
MRC1+ M2-like,tumor,MDK,LRP1,9.85E-26,0.928455104,1.006960873,338,313,1.99E-25
MRC1+ M2-like,normal,HLA-A,APLP2,2.61E-23,6.605178174,6.888034431,419,1329,5.19E-23
MRC1+ M2-like,normal,SFTPD,TLR4,3.89E-23,0.777605234,0.541766997,419,1329,7.69E-23
MRC1+ M2-like,normal,TFPI,LRP1,2.33E-22,0.386257811,0.657426541,419,1329,4.57E-22
MRC1+ M2-like,normal,GNAI2,EGFR,1.22E-21,1.022173233,0.780494685,419,1329,2.40E-21
MRC1+ M2-like,normal,LCN2,FCGR2A,8.80E-21,0.696595261,1.403311946,419,1329,1.71E-20
MRC1+ M2-like,normal,APOE,LDLR,3.17E-17,0.882402848,1.578274062,419,1329,6.01E-17
MRC1+ M2-like,normal,SFTPD,LAIR1,5.34E-17,1.368420935,0.928507399,419,1329,1.00E-16
MRC1+ M2-like,normal,C3,ITGAX,5.20E-16,0.978082589,1.280295943,419,1329,9.69E-16
MRC1+ M2-like,normal,MMP7,CD151,3.25E-15,0.558682306,0.750165923,419,1329,6.03E-15
MRC1+ M2-like,normal,FN1,NT5E,3.27E-15,0.507742506,0.106700442,419,1329,6.06E-15
MRC1+ M2-like,normal,GRN,EGFR,5.15E-15,1.745236053,1.279224154,419,1329,9.51E-15
MRC1+ M2-like,normal,ADAM17,MUC1,3.39E-13,0.692401363,0.37038196,419,1329,6.01E-13
MRC1+ M2-like,normal,FN1,SDC1,1.02E-12,2.06656235,1.432227564,419,1329,1.80E-12
MRC1+ M2-like,normal,FN1,ITGA5_ITGB1,9.07E-12,0.440012171,0.858109997,419,1329,1.58E-11
MRC1+ M2-like,tumor,FGF2,SDC2,6.54E-11,0.087139752,0,338,313,9.64E-11
MRC1+ M2-like,tumor,S100A4,EGFR,6.54E-11,0.90766709,0,338,313,9.64E-11
MRC1+ M2-like,tumor,FGF2,FGFR1,6.54E-11,0.004399527,0,338,313,9.64E-11
MRC1+ M2-like,tumor,GPC3,FLT1,6.54E-11,0.013037936,0,338,313,9.64E-11
MRC1+ M2-like,tumor,COL8A2,SLC4A11,6.54E-11,0.025105974,0,338,313,9.64E-11
MRC1+ M2-like,tumor,FGF2,GPC4,6.54E-11,0.000679192,0,338,313,9.64E-11
MRC1+ M2-like,tumor,ADAM23,ITGA5,6.54E-11,0.246975063,0,338,313,9.64E-11
MRC1+ M2-like,tumor,FN1,CD44,6.54E-11,1.496115465,0,338,313,9.64E-11
MRC1+ M2-like,tumor,FN1,ITGA2,6.54E-11,0.473321417,0,338,313,9.64E-11
MRC1+ M2-like,tumor,FGF2,FGFRL1,6.54E-11,0.012245136,0,338,313,9.64E-11
