source,target,ligand.complex,receptor.complex,aggregate_rank,mean_rank,sca.LRscore,sca.rank,natmi.edge_specificity,natmi.rank,connectome.weight_sc,connectome.rank
TAM_like_SPP1,TAM_like_lipid (CCL18+/AKR+),COL1A2,ITGAV_ITGB8,0.273322531469828,26813.6666666667,0.640952570740382,63228,0.0660398666696758,2288,0.912007379777823,14925
TAM_like_stress (HSP-high/M1-like),TAM_like_stress (HSP-high/M1-like),ANXA1,EGFR,0.273366262438474,26811.3333333333,0.842968134825267,27833,0.00856988153810317,32851,0.771346005254168,19750
TAM_like_SPP1,TAM_like_stress (HSP-high/M1-like),ICAM1,ITGAX_ITGB2,0.273368946260898,19273.3333333333,0.899410099340252,13595,0.00850164434371237,33077,1.04544119702006,11148
Ciliated,Ciliated,GNAS,ADCY9,0.273416193869281,22811,0.847389301775096,26766,0.0270221135712519,8814,0.494933397802369,32853
TAM_like_MRC1,tumor_MPR,TGFB1,CAV1,0.273416193869281,18737.3333333333,0.822143386676524,32853,0.03635546848544,5858,0.83246712010226,17501
TAM_like_IFN (PD-L1+/IDO1+/CXCL9+),Ciliated,CALM2,GRM7,0.273438205891522,24290,0.755254029727684,47627,0.0660075727469862,2289,0.692848373377718,22954
Ciliated,TAM_like_stress (HSP-high/M1-like),PIP,NPTN,0.2734436821414,21394.3333333333,0.755740901970648,47528,0.0553415958670092,3058,0.955045744649864,13597
CD8.TEX,TAM_like_IFN (PD-L1+/IDO1+/CXCL9+),CCL5,CCR5,0.273466131379834,18935.3333333333,0.914279886333348,9776,0.018204652042899,14175,0.494897392239652,32855
TAM_like_stress (HSP-high/M1-like),TAM_like_SPP1,LY86,CD180,0.273466131379834,17679.6666666667,0.822128410709425,32855,0.017047337473155,15309,1.38680373423591,4875
TAM_like_SPP1,TAM_like_resident_M2 (iron metabolism/anti-inflammatory),LGALS9,LRP1,0.27349110241513,21544,0.895042721703511,14749,0.0085688751832918,32856,0.846881616460338,17027
TAM_like_regulatory (glucocorticoid-responsive),TAM_like_IFN (PD-L1+/IDO1+/CXCL9+),S100A4,CCR5,0.27349110241513,24491.6666666667,0.892666119956851,15403,0.0112315841170663,25216,0.494882658503975,32856
normal_MPR,Ciliated,CALM3,INSR,0.27349110241513,25777,0.822125791358213,32856,0.0122525392857936,22760,0.721396395596534,21715
TAM_like_stress (HSP-high/M1-like),CD8.TEMRA,CDH1,KLRG1,0.273516074970502,20854.3333333333,0.822115895371944,32857,0.0286867684457748,8136,0.725489685053134,21570
TAM_like_IFN (PD-L1+/IDO1+/CXCL9+),TAM_like_M2 (SIGLEC8+/CCL18+),HLA-F,LILRB1,0.273541049045995,25665.6666666667,0.892480213006275,15437,0.00856865531069647,32858,0.574745065754908,28702
TAM_like_IFN (PD-L1+/IDO1+/CXCL9+),TAM_like_IFN (PD-L1+/IDO1+/CXCL9+),PLAU,ITGAM,0.273566024641656,24727,0.822110906055372,32859,0.00939227350173529,30271,1.0492215358926,11051
TAM_like_IFN (PD-L1+/IDO1+/CXCL9+),TAM_like_regulatory (glucocorticoid-responsive),PTPN6,CD300LF,0.273615980393666,30567,0.841608110621115,28173,0.00856720731497976,32861,0.535854919938191,30667
