cell,CytoTRACE2_Score,CytoTRACE2_Potency,scevan_group,response,cell_type
BD_immune03_676003,0.0761778890580977,Differentiated,normal_MPR,MPR,Tumor_epithelial_basal
BD_immune04_639050,0.05080380612751,Differentiated,Ciliated,NMPR,Ciliated_epithelial
BD_immune07_325601,0.584035421886131,Multipotent,tumor_NMPR,NMPR,Tumor_epithelial
BD_immune07_486630,0.520285932332196,Multipotent,tumor_NMPR,NMPR,Tumor_epithelial
BD_immune07_524588,0.44204142292054,Oligopotent,tumor_NMPR,NMPR,Tumor_epithelial
BD_immune07_178927,0.250275590449123,Unipotent,normal_NMPR,NMPR,Tumor_epithelial_basal
BD_immune07_255916,0.235684836076743,Unipotent,normal_NMPR,NMPR,Tumor_epithelial_basal
BD_immune07_133124,0.136542625117503,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_basal
BD_immune07_374609,0.215831787462069,Unipotent,normal_NMPR,NMPR,Tumor_epithelial_basal
BD_immune07_138392,0.161915747839225,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_basal
BD_immune07_554970,0.184958589607738,Unipotent,normal_NMPR,NMPR,Tumor_epithelial_basal
BD_immune07_338911,0.34023355253485,Oligopotent,normal_NMPR,NMPR,Tumor_epithelial_basal
BD_immune07_287210,0.284387098622665,Unipotent,normal_NMPR,NMPR,Tumor_epithelial_basal
BD_immune07_193907,0.25090258322577,Unipotent,normal_NMPR,NMPR,Tumor_epithelial_basal
BD_immune07_51729,0.140577027141435,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_basal
BD_immune07_184511,0.0701868378131064,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune07_416755,0.0773107852056978,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune07_479921,0.252209232807598,Unipotent,normal_NMPR,NMPR,Tumor_epithelial_basal
BD_immune07_842495,0.0717081953902109,Differentiated,,NMPR,Tumor_epithelial_AT2
BD_immune07_849847,0.0728217349745419,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune07_796347,0.0905684557681183,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune07_492754,0.0728599198929631,Differentiated,,NMPR,Tumor_epithelial_AT2
BD_immune07_462980,0.0622002963168961,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune05_42629,0.185866939861357,Unipotent,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_362136,0.0926122946858673,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_94152,0.0685142561238499,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_649032,0.103866262173185,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_615714,0.209415359251022,Unipotent,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_122121,0.0666473903179831,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_879952,0.105546331488445,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_849226,0.0855129487819751,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_502067,0.0446441641484003,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_565621,0.0745400211134604,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_360458,0.135778603790371,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_444244,0.100076276245102,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_346707,0.118323591062173,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_595859,0.104491170783443,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_808709,0.0970573576158801,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_66644,0.088134566952228,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_32326,0.106535539115675,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_692519,0.120872538382027,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_63065,0.082786888222422,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_582065,0.144437026485957,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_614821,0.0989076375025145,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_262382,0.132864361787884,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_818209,0.100464142409838,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_622085,0.0939042582333448,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_147288,0.0728589602770037,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_32417,0.122340644957283,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_767860,0.0996680080590627,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_760949,0.107219126049236,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_719303,0.106644848464054,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_835016,0.0668533362414459,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_306211,0.100983111887163,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_35807,0.10088559884684,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_794029,0.0652989267618586,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_390406,0.0443742832341926,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_358660,0.0422528107365249,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_881750,0.0968927165585606,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_214055,0.109059752681041,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_80790,0.0546453087236996,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_9371,0.108022781244327,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_874218,0.102948446697399,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_75493,0.119084446824732,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_417661,0.121479277338389,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_472967,0.0835950850339877,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_448014,0.11576674554532,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_483152,0.084922986697486,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_530591,0.0695875125986797,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_234970,0.0471770336138643,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_99306,0.103940540941744,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_712045,0.101148908923083,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_151132,0.0666786622758951,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_119883,0.0926937010290509,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_98275,0.0926277295448329,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_279153,0.088536073075385,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_588920,0.0907408712179237,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_322665,0.0810919693442584,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_5241,0.106017529479075,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_623288,0.114206125390752,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_34830,0.113493859728643,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_37044,0.0593963474043365,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_503311,0.060019960224733,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_63125,0.0959088542726117,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_538823,0.108196886337224,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_687178,0.07363371742298,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_403093,0.0954849899118122,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_315757,0.0992615111303759,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_611374,0.0908171950224426,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_63067,0.0650959502938084,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_367732,0.0507287119866672,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_619779,0.0752235934776345,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_268067,0.0928678053934108,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_51889,0.117104008866945,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_723048,0.0607615544690165,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_806425,0.0807909740262718,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_310369,0.0981480568875689,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_496076,0.0911926860838851,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_319892,0.101942791885384,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_776295,0.103739370680772,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_598754,0.108554716046102,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_435634,0.103634875528329,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_118475,0.109761812592905,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_502731,0.1027263206589,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_56376,0.0578418561070463,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_458374,0.0962788776529049,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_153336,0.0960728048913866,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_167373,0.103913509134851,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_99039,0.0963385874919174,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_870045,0.0818903107993095,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_854486,0.0831623430151708,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_704090,0.0821837913383927,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_47498,0.0842841241203236,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_435886,0.0944300915485631,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_450255,0.102090211230275,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_168846,0.110687164441486,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_843146,0.0634778846983694,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_766012,0.0843995215084011,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_709322,0.0852785523291975,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_419952,0.0929074126527663,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_722878,0.0677431003566663,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_666305,0.0722288121896753,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_238346,0.0811096769321327,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_734980,0.103059489584541,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_570546,0.107672245227389,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_275770,0.066112701056209,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_632976,0.106851218891929,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_180690,0.0646514893326454,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_715396,0.0589954597757287,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_748081,0.0929392525748176,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_539455,0.0883751577827046,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_594377,0.0603483867264241,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_252162,0.0934271600919644,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_462673,0.062225138241822,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_216467,0.0831299177894197,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_13322,0.0636779741744019,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_674400,0.0711592262392779,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_680855,0.0941122296838584,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_591383,0.0907817996038981,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_505493,0.0984090485374531,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_119623,0.0814803470211025,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_838586,0.0669228203605174,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_219419,0.0948564328962292,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_385954,0.114425215279337,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_706618,0.0734312883667664,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_181886,0.116014330367575,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_272063,0.0721104907275208,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_309299,0.100492018709995,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune08_837002,0.0787821747406574,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune11_759492,0.0931446642509228,Differentiated,Ciliated,MPR,Ciliated_epithelial
BD_immune11_17759,0.0899085477324669,Differentiated,Ciliated,MPR,Ciliated_epithelial
BD_immune11_880050,0.119124015220948,Differentiated,Ciliated,MPR,Ciliated_epithelial
BD_immune11_765009,0.0484141895822802,Differentiated,Ciliated,MPR,Ciliated_epithelial
BD_immune11_414642,0.0321731021768793,Differentiated,Ciliated,MPR,Ciliated_epithelial
BD_immune11_747329,0.101220746540994,Differentiated,Ciliated,MPR,Ciliated_epithelial
BD_immune12_174836,0.100112521947588,Differentiated,Ciliated,NMPR,Ciliated_epithelial
BD_immune12_581908,0.0891204934694037,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune12_747669,0.0882947440550301,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune12_697869,0.0580045757495612,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune12_439856,0.089075353951387,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune12_527621,0.0873814145152423,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune12_277931,0.0763391150866305,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune12_365627,0.0832907825057665,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune12_114793,0.0936104661545951,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune12_48432,0.0763777510446692,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune12_184577,0.108060965144484,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune12_778458,0.0958005935132841,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune12_479045,0.110104940747224,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune12_29577,0.0906285582383248,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune12_850724,0.110277318084648,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune12_292312,0.0852741118571606,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune12_833475,0.0822344359797238,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune12_672873,0.0837538102941011,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune12_739950,0.0643558154374454,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune12_485192,0.0907919156464993,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune12_496574,0.113228610616203,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune12_400593,0.0841652513191132,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune12_743184,0.0771919991224602,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune15_694272,0.0854890564738926,Differentiated,Ciliated,NMPR,Ciliated_epithelial
BD_immune03_407665,0.243122993674171,Unipotent,normal_MPR,MPR,Tumor_epithelial_basal
BD_immune11_36226,0.0651215277397897,Differentiated,Ciliated,MPR,Ciliated_epithelial
BD_immune15_760103,0.110804467246727,Differentiated,Ciliated,NMPR,Ciliated_epithelial
BD_immune03_735829,0.118737019352236,Differentiated,normal_MPR,MPR,Tumor_epithelial_basal
BD_immune03_697938,0.113559209740216,Differentiated,normal_MPR,MPR,Tumor_epithelial_basal
BD_immune07_219480,0.0453283323739674,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune07_656927,0.0640363916741331,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune05_28083,0.134232391810974,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_777709,0.0766635639457643,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune11_34677,0.0520429902196583,Differentiated,Ciliated,MPR,Ciliated_epithelial
BD_immune11_702976,0.0939255593784841,Differentiated,Ciliated,MPR,Ciliated_epithelial
BD_immune12_198292,0.112018334809631,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_296004,0.0476410573419433,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_31470,0.145891974733516,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_761571,0.0614771305541221,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_131288,0.0638896903958065,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_625899,0.0629628161493339,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_95186,0.141496914743395,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_629931,0.0620836780976235,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_432187,0.0444665095367339,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_179317,0.0602819772728294,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_202240,0.0763200564608174,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_69515,0.065930709599304,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_608889,0.076181026148431,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_642828,0.0590496160503438,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_426455,0.060661966165453,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_251084,0.0358843713547221,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_584678,0.0620977946456296,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_751758,0.0621215366070274,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_544605,0.0331276923913315,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune05_152294,0.0619412945513031,Differentiated,EMT_NMPR,NMPR,Tumor_epithelial_EMT
BD_immune11_248823,0.0552827460247054,Differentiated,Ciliated,MPR,Ciliated_epithelial
BD_immune12_612241,0.0409654068525163,Differentiated,Ciliated,NMPR,Ciliated_epithelial
BD_immune15_566461,0.0344805989849858,Differentiated,Ciliated,NMPR,Ciliated_epithelial
BD_immune15_282771,0.0356100201362583,Differentiated,Ciliated,NMPR,Ciliated_epithelial
BD_immune15_595835,0.0500185539999656,Differentiated,Ciliated,NMPR,Ciliated_epithelial
BD_immune15_854328,0.0433568235586233,Differentiated,Ciliated,NMPR,Ciliated_epithelial
BD_immune02_255160,0.0651711374993348,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_458665,0.0845288924468535,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_841503,0.0837303054998913,Differentiated,Ciliated,NMPR,Ciliated_epithelial
BD_immune02_650062,0.0241644234800877,Differentiated,Ciliated,NMPR,Ciliated_epithelial
BD_immune02_63353,0.0983023270363095,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_809518,0.108071824840976,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_332007,0.0879786533351052,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_547733,0.074879151725493,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_52620,0.0840359507801866,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_580235,0.0458568761124477,Differentiated,Ciliated,NMPR,Ciliated_epithelial
BD_immune02_150648,0.0546087756509306,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_299979,0.0575738739418839,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_419615,0.0901496913279238,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_772522,0.102698548461794,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_277584,0.0842253482154229,Differentiated,Ciliated,NMPR,Ciliated_epithelial
BD_immune02_664521,0.0485014284119994,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_366892,0.152611875243702,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_226455,0.10007918402604,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_827779,0.0438942081792042,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_371328,0.0232806050830899,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_232307,0.05291041858104,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_415089,0.0690334616055916,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_634340,0.0985962099428419,Differentiated,Ciliated,NMPR,Ciliated_epithelial
BD_immune02_73791,0.0683084779170571,Differentiated,Ciliated,NMPR,Ciliated_epithelial
BD_immune02_877298,0.0100631958539788,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_835239,0.0230819094308729,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_598462,0.108032830069805,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_541043,0.0701311419952822,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_435522,0.111825958831215,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_342916,0.127160261609193,Differentiated,Ciliated,NMPR,Ciliated_epithelial
BD_immune02_68237,0.065953475547791,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_688149,0.0527115530845793,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_350647,0.0397276500404731,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_838837,0.106246270871261,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_810235,0.0923711389994978,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_718013,0.0649465106443869,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_290626,0.1097500420104,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_707297,0.0576931252258311,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_208136,0.0670640907043587,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_15844,0.0794964720791006,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_147763,0.0748667892289238,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_168002,0.0816012342116203,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_137372,0.0498816570685464,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_195368,0.0551684459437608,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_858231,0.055167299645597,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_223368,0.137186251871364,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_522966,0.0628346215985468,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_542100,0.0686697141362756,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_796018,0.0901917394360335,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_566454,0.159135001726267,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_163944,0.0381226026745412,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_750020,0.0766577736844464,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_377618,0.0459752765432364,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
BD_immune02_342459,0.0637244687859404,Differentiated,normal_NMPR,NMPR,Tumor_epithelial_AT2
