source,target,ligand.complex,receptor.complex,aggregate_rank,mean_rank,sca.LRscore,sca.rank,natmi.edge_specificity,natmi.rank,connectome.weight_sc,connectome.rank
Proliferating TAMs (cycling/MKI67+),Proliferating TAMs (cycling/MKI67+),CD14,ITGB2,0.104117037918473,7512.66666666667,0.940770085194204,3661,0.0109388410888224,14435,0.997156904519219,4442
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),Proliferating TAMs (cycling/MKI67+),C1QB,C1QBP,0.104155232188684,10263.3333333333,0.90313342197429,10380,0.0116597178031719,12961,0.795707068292342,7449
Proliferating TAMs (cycling/MKI67+),TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),LGALS9,COLEC12,0.104162033009769,11004.3333333333,0.815450247815078,25091,0.0224572716679771,3479,0.997121163911484,4443
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),FN1,C5AR1,0.10417934219604,9199.66666666667,0.890057118220119,12962,0.0135659555724871,9989,0.979118340406413,4648
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.MAIT,SPP1,PTGER4,0.104203455923788,10053,0.9241224466192,6351,0.0116590644955467,12963,0.64350356414597,10845
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),THBS1,LRP1,0.104207036954003,9697.66666666667,0.838620397958729,21671,0.0239556092644425,2978,0.997099262459543,4444
CD8.TEX,Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),HLA-C,LILRB2,0.104227573372217,7812,0.93404511225848,4706,0.0116590238704583,12964,0.896508767609267,5766
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),C3,C3AR1,0.104252049750604,9384.33333333333,0.851702564110111,19559,0.0208608388579809,4149,0.996981273141518,4445
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),PLAU,PLAUR,0.104275819432262,8960.66666666667,0.890023073243599,12966,0.0139339258871882,9550,1.00542989468121,4366
Proliferating TAMs (cycling/MKI67+),IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),PSAP,SORT1,0.104299948044453,8275.66666666667,0.890020009180863,12967,0.0148152584758838,8564,1.11260535780181,3296
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.MAIT,HLA-C,CD8A,0.104329226798994,15458.6666666667,0.962321878985116,466,0.00997576319868915,16732,0.0850751107739628,29178
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.EM,TIMP2,CD44,0.104348216434607,8079.66666666667,0.928096109587942,5698,0.0116552949669435,12969,0.910605282635413,5572
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),FN1,ITGA5_ITGB1,0.104372356213143,9565.33333333334,0.889992210977839,12970,0.0133307446753406,10308,0.92202184763355,5418
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),HSP90B1,LRP1,0.104396499714369,9826.66666666667,0.907313885884627,9521,0.0116539639950139,12971,0.819946832815743,6988
CD8.TEMRA,Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CCL4,CCR1,0.104396499714369,10360.3333333333,0.904976627598365,9991,0.0152427431878486,8119,0.563335655838283,12971
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),GRN,TNFRSF1B,0.104468952557053,7871,0.929202868658103,5502,0.0116521181122763,12974,0.942829693822877,5137
Proliferating TAMs (cycling/MKI67+),TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),PSAP,SORT1,0.104468952557053,8285.66666666667,0.889978134079051,12974,0.0148025900265924,8581,1.1121761261283,3302
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),ADAM10,TREM2,0.104493110951906,8203.66666666667,0.889974146740348,12975,0.0161927564002968,7241,1.0027046312191,4395
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),HLA-DMA,CD4,0.104517273070883,9464,0.900603872221632,10882,0.0116515062337839,12976,0.989127045215364,4534
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),MIF,CD44_CD74,0.104550467402989,12224.6666666667,0.962315876211393,467,0.00767164558132027,23183,0.561314923293016,13024
CD8.MAIT,IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CIRBP,TREM1,0.104613958793778,12177.3333333333,0.893901600882739,12212,0.0116506429066744,12980,0.624380363172088,11340
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),MMP9,CD44,0.104613958793778,10523.6666666667,0.889946254362327,12980,0.015628848921228,7743,0.643389587827774,10848
CD8.TEX,CD8.TEX,B2M,KLRC1,0.104657563181744,9763.66666666667,0.935550707476874,4454,0.0228968780587424,3314,0.291114415047728,21523
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),LGALS1,ITGB1,0.104734899774636,7667.33333333333,0.942250289262155,3479,0.0116493736955399,12985,0.845561632139242,6538
CD8.EM,Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CCL4,CCR1,0.104734899774636,9996,0.907043551817405,9578,0.016000977843371,7425,0.562886815035941,12985
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.CM,HLA-DRA,LAG3,0.104759099150644,9592,0.934516931021983,4632,0.0116490228359356,12986,0.630779208532235,11158
CD8.TPEX,CD8.TEMRA,B2M,CD3G,0.104771696737597,12952,0.962301268521917,468,0.0120872477506892,12182,0.165182789366025,26206
Proliferating TAMs (cycling/MKI67+),CD8.TEX,LGALS1,CD69,0.104783302253933,8129,0.961166712726315,607,0.0116476363262133,12987,0.645520198820403,10793
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TPEX,VEGFA,ITGB1,0.104880151945646,10152,0.889845962869668,12991,0.0137704352813452,9737,0.782160863887903,7728
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),S100A9,TLR4,0.104883158079936,7914.33333333333,0.859549379625219,18269,0.0201978787908899,4459,1.45286236396116,1015
CD8.CM,CD8.MAIT,B2M,CD3D,0.104992914803104,18534.3333333333,0.962295552175508,469,0.00820028667940852,21628,-0.041873960079701,33506
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD14,ITGB1,0.105001297958567,8081,0.91926244541837,7183,0.0116435215454747,12996,1.03612729471595,4064
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TEMRA,FN1,ITGA4_ITGB7,0.105025538350459,10815.3333333333,0.889836837760019,12997,0.0141762814398813,9276,0.672016133194925,10173
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),FN1,C5AR1,0.105074030325846,9259,0.889803252340088,12999,0.0134958204344462,10083,0.97546850213235,4695
Proliferating TAMs (cycling/MKI67+),Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),C3,CD46,0.105108974072001,7858.33333333333,0.880897918553996,14671,0.0201883881293191,4464,0.997459429846986,4440
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEMRA,SIRPB2,CD47,0.105154163795364,11484.3333333333,0.785819797761907,28791,0.0341630515800532,1197,0.994882422274077,4465
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.EM,LGALS9,PTPRC,0.105171059051071,8921,0.934847340665514,4573,0.0116400150954214,13003,0.712631267818866,9187
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),LGALS9,LRP1,0.105199362359038,6643.33333333333,0.886437006213589,13646,0.0201877703122409,4466,1.28891988399665,1818
Proliferating TAMs (cycling/MKI67+),CD8.NaiveLike,FN1,CD44,0.105243869781677,8629.33333333333,0.92961480412028,5437,0.0116392294897113,13006,0.795874492908969,7445
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),LY86,CD180,0.105244569762449,14017.3333333333,0.73357395010431,34040,0.0222789612967183,3545,0.99463699003113,4467
CD8.TPEX,Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),HMGB1,TLR2,0.105268147490873,10550.3333333333,0.912101109317441,8618,0.011638817235011,13007,0.678282093500246,10026
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),ADAM10,GPNMB,0.105268147490873,9166.66666666667,0.889763419676285,13007,0.015104612745727,8239,0.863313301257183,6254
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),HMGB1,TLR2,0.10531671410948,10543,0.912098711522708,8620,0.0116381210797226,13009,0.679002248532942,10000
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.NaiveLike,PLAU,ITGB1,0.10536529566362,7630.33333333333,0.889746959496092,13011,0.01852826124153,5446,0.997831282029841,4434
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),FN1,C5AR1,0.105389592042233,9305,0.889746330533055,13012,0.0134801639261298,10106,0.969035712917255,4797
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),MIF,CD74_CXCR4,0.105435317127968,14161.6666666667,0.962287549912568,471,0.00720953399435919,24534,0.409533029481577,17480
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),MMP9,EPHB2,0.105435317127968,14347.3333333333,0.687294818705371,36786,0.0473647520892027,471,0.895128927855981,5785
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),GRN,TNFRSF1B,0.105462503587683,7737.66666666667,0.929152272896811,5513,0.0116342142956048,13015,0.976066705920244,4685
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.MAIT,RETN,CAP1,0.105535448753581,7737,0.889703684411997,13018,0.0162140020755947,7221,1.14221910309174,2972
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),S100A9,TLR4,0.105561269050727,8388,0.859475655480661,18282,0.0201732302882702,4474,1.20370716925712,2408
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TEX,S100A9,ITGB2,0.105606547151365,8750,0.935417571668965,4475,0.00956081899298655,17800,1.04330120551909,3975
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.EM,HLA-C,CD8A,0.105656501387898,16920.6666666667,0.96226400557783,472,0.00994399205726533,16803,-0.0408804323126216,33487
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),S100A8,CD68,0.105657098763232,6795,0.927780443970366,5755,0.0116304945481086,13023,1.32585046801086,1607
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),Proliferating TAMs (cycling/MKI67+),RETN,CAP1,0.105657098763232,8964.66666666667,0.889645984690008,13023,0.0161949504174556,7239,0.840902842653251,6632
