source,target,ligand,receptor,p_value,median_MPR,median_nonMPR,n_MPR,n_nonMPR,p_adj
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TPEX,HLA-DRA,LAG3,0.319860618158221,3.78215875588613,4.48788502148342,7,37,0.785520992964635
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TPEX,HLA-DQA1,LAG3,0.319913867433068,2.07840187634561,2.57156271511527,10,40,0.785520992964635
Proliferating TAMs (cycling/MKI67+),CD8.TPEX,HLA-A,CD8A,0.321731634425133,5.47833522278099,6.78327454214835,7,32,0.787476476640564
Proliferating TAMs (cycling/MKI67+),CD8.TPEX,HLA-A,CD3G,0.322859251455512,2.51939094545411,3.29900412801856,7,32,0.787735705291771
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TPEX,LGALS1,CD69,0.32604600796164,6.39957795313963,7.36099782571426,9,40,0.788158143033463
CD8.TEX,Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CCL5,CCRL2,0.32672084569784,0.932158653811083,0.322404503436296,7,36,0.788158143033463
Proliferating TAMs (cycling/MKI67+),CD8.TEX,HLA-C,CD3D,0.327452812054178,5.52173598545093,6.55447872056627,7,31,0.788158143033463
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TEX,CD59,CD2,0.327024683174947,0.899187200673146,1.0789571696631,10,39,0.788158143033463
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TPEX,HLA-A,CD3G,0.328143662663738,2.97202266059401,3.80320758853768,9,39,0.788158143033463
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,VCAN,ITGB1,0.330783451279795,0.0940342843725106,0.738329611809112,7,36,0.792031183033297
CD8.TPEX,Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),B2M,LILRB2,0.335720273325801,3.52680878347361,4.86903498702306,7,37,0.793988744583413
CD8.TPEX,Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),HLA-A,LILRB2,0.335720273325801,2.66025874705848,4.02370237994042,7,37,0.793988744583413
CD8.TPEX,Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),HLA-B,LILRB2,0.335669179729857,2.88805817438226,3.68506335740366,7,37,0.793988744583413
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TPEX,HLA-A,CD8B,0.334853679194753,2.88796303504838,3.48031375362851,9,39,0.793988744583413
CD8.TEX,Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CCL5,CCR1,0.337094935658009,1.36480337453423,1.32069685899569,9,38,0.794801820771637
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TPEX,HBEGF,CD44,0.338910087167159,1.85022378986737,1.74702765647333,9,40,0.795101658761763
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TPEX,HLA-C,CD3G,0.339284624815331,2.70894194389697,3.51272777329571,9,40,0.795101658761763
CD8.TPEX,Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),IFNG,IFNGR1_IFNGR2,0.341516668094999,1.01909791201672,1.14472064459616,9,39,0.795771267500319
CD8.TPEX,Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),RPS19,C5AR1,0.341634616786777,4.51517265544997,4.43616486701192,9,39,0.795771267500319
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TPEX,HLA-C,CD3G,0.34368366474985,3.05393672278702,3.68036655219835,7,37,0.798132847958237
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,NECTIN2,CD226,0.346925935430625,0.104616775626549,0.163282985967231,7,36,0.803242931582619
CD8.TEX,Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),B2M,LILRB2,0.348441496026943,3.87532447509985,4.94171751325169,7,36,0.804336507295728
CD8.TPEX,Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),HLA-A,LILRB1,0.351142187695516,2.00389827479341,2.63221185239697,7,37,0.808151124517144
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TEX,HLA-C,CD3D,0.35711294413941,5.77249583868251,6.32060723562304,9,38,0.819446666462754
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TEX,HLA-B,KLRD1,0.361422863366637,2.83911032208562,2.84866314138083,9,39,0.824366021272946
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TEX,HLA-DRB5,LAG3,0.361422863366637,1.46617405695408,1.93105630115195,9,39,0.824366021272946
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,VCAN,CD44,0.364617135639433,0.355759575857783,1.0028640177898,7,36,0.824366021272946
CD8.TEX,Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),HLA-A,LILRB1,0.364617135639433,1.92194816103034,2.66996040990764,7,36,0.824366021272946
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TPEX,LGALS3,LAG3,0.368879737145482,1.79606193821933,1.91974746099291,7,37,0.824366021272946
CD8.TPEX,IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD99,PILRA,0.368609552805706,0.59290266419353,1.19304223469911,7,37,0.824366021272946
CD8.TEX,Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),HLA-A,LILRB2,0.365614942042033,2.82887133907229,4.00052581985505,7,36,0.824366021272946
CD8.TPEX,Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),HLA-C,LILRB1,0.36800041396045,1.68469248327259,2.37897688247027,7,37,0.824366021272946
Proliferating TAMs (cycling/MKI67+),CD8.TPEX,C1QB,C1QBP,0.368567421589742,0.783730737817452,1.0752843559755,7,32,0.824366021272946
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,B2M,CD3D,0.373675688957655,10.2378957698089,10.713404810824,7,36,0.825512768442268
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TEX,HLA-B,CD8B,0.373675688957655,5.28388133196492,4.11371062431957,7,36,0.825512768442268
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,HLA-B,CD3G,0.373675688957655,5.73214982106003,5.39822849898996,7,36,0.825512768442268
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TEX,HLA-A,CD3G,0.373675688957655,5.64085740706496,4.99264914023869,7,36,0.825512768442268
CD8.TPEX,Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CXCL13,ACKR1,0.378266902100581,0,0,7,37,0.82787656486837
CD8.TPEX,Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CCL5,ACKR1,0.378266902100581,0,0,7,37,0.82787656486837
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TPEX,VCAN,CD44,0.376142161884116,0.437629372135843,1.13540612927194,7,37,0.82787656486837
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TEX,MRC1,PTPRC,0.380341180506445,2.17872212015317,1.45646116205005,7,36,0.82787656486837
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TPEX,B2M,CD3D,0.379352790638067,7.57468429920286,8.53136423319788,9,40,0.82787656486837
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TEX,HLA-DQA1,LAG3,0.383253290224991,2.19250596977464,2.4517499909038,7,36,0.82787656486837
CD8.TEX,Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),HLA-C,LILRB1,0.38231708070219,1.59644678390951,2.38641215598377,7,36,0.82787656486837
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TPEX,HLA-B,CD8B,0.383335841320374,3.20950028223726,3.58896242829568,9,39,0.82787656486837
CD8.TPEX,IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CCL5,CCR1,0.386125508454483,0.691013267416498,1.23347136542171,7,37,0.829579235585653
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TPEX,B2M,CD247,0.38627619400162,3.14041972256207,3.438380429327,7,37,0.829579235585653
CD8.TEX,Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CXCL13,ACKR1,0.391723651194593,0,0,7,36,0.832008085595127
CD8.TEX,Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CCL5,ACKR1,0.391723651194593,0,0,7,36,0.832008085595127
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,HLA-A,CD8A,0.391500414875643,7.55409868735998,7.95023130067224,7,36,0.832008085595127
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TEX,HLA-DPA1,LAG3,0.391500414875643,3.45793079751026,3.60055031996569,7,36,0.832008085595127
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TPEX,HLA-E,CD8A,0.394474372091771,4.38834998248914,4.43323072725906,7,37,0.834333562965781
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TPEX,HLA-B,CD3G,0.394982815152412,3.19409278972241,3.95884084036333,7,37,0.834333562965781
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TEX,HLA-B,CD3D,0.397903429488222,6.83587616898459,7.7641851270165,10,39,0.838206404741583
CD8.TEX,IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CCL5,CCR1,0.401460823926354,0.998681471420788,1.79911242984082,7,36,0.841104063171791
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,S100A8,ITGB2,0.401354116143878,1.52208497432029,2.07333367661187,7,36,0.841104063171791
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TPEX,B2M,CD247,0.40268909993651,3.34501254752044,3.39708364109541,10,40,0.841391046208806
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TPEX,ADO,ADORA2A,0.403815413795503,0,0,7,37,0.841464010909007
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,LYZ,ITGAL,0.409809498563715,1.94199772387087,1.62591152018677,7,36,0.841470995945191
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,SECTM1,CD7,0.410809072829511,1.08945745130064,1.6725354731912,7,36,0.841470995945191
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TEX,HLA-C,CD8B,0.409809498563715,4.39418920775407,3.86433885232088,7,36,0.841470995945191
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,ICAM1,IL2RG,0.410207510989274,1.18906423732198,0.60310728779613,7,36,0.841470995945191
CD8.TPEX,Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),PTMA,VIPR1,0.412549982447837,0,0,7,37,0.841470995945191
Proliferating TAMs (cycling/MKI67+),CD8.TPEX,HLA-DPB1,LAG3,0.41017686802456,2.20930944262855,3.09037018790064,7,32,0.841470995945191
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TEX,HLA-E,CD8B,0.411823087098117,2.53540570346044,2.83919606392553,10,39,0.841470995945191
CD8.TPEX,TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),IFNG,IFNGR1_IFNGR2,0.409474253170716,0.747274122220012,0.81609639735,10,40,0.841470995945191
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TPEX,RETN,GPR25,0.414713430386682,0.0249099147038498,0,7,37,0.843651859704834
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TPEX,HLA-DPB1,LAG3,0.416018992922883,2.51075949648212,2.93409739303906,9,40,0.84408064090406
Proliferating TAMs (cycling/MKI67+),CD8.TEX,HLA-DRB5,LAG3,0.418148485420601,1.17244401313479,1.97513180548963,7,31,0.846174494118855
CD8.TEX,Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),IFNG,IFNGR1_IFNGR2,0.420177945514766,1.21140120345198,1.32441037390204,7,36,0.848055486889749
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TPEX,HLA-DRB5,LAG3,0.422429650213497,1.10451386267676,1.56928125437861,7,37,0.850374047818814
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TPEX,LGALS1,CD69,0.430784637638983,7.03590420791869,7.49956392133884,7,37,0.858501040238743
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,HLA-B,CD8B,0.428594002615557,5.22247332032151,4.73833505617302,7,36,0.858501040238743
CD8.TEX,IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),HLA-C,LILRB2,0.429777857434144,3.73576300660751,3.1993632733501,7,36,0.858501040238743
Proliferating TAMs (cycling/MKI67+),CD8.TPEX,HLA-C,CD8B,0.430920755606217,2.56799617541555,3.19803580650108,7,32,0.858501040238743
Proliferating TAMs (cycling/MKI67+),CD8.TEX,LGALS1,CD69,0.437533121356651,6.28879637757484,6.23678998912138,7,31,0.864969324528148
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TPEX,HLA-E,CD8A,0.437513518970447,4.36079453032345,4.59668122170073,9,40,0.864969324528148
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TPEX,B2M,CD3G,0.435724538031166,3.84991313732427,4.97564173410178,9,39,0.864969324528148
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TPEX,HLA-C,CD8B,0.441177654563932,3.13385190029244,2.91018231905284,7,37,0.869943661557013
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TEX,HLA-E,CD8B,0.44753894297567,3.07078004776347,3.05679350709301,9,38,0.87860420826276
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TEX,LGALS1,PTPRC,0.447848837674792,6.21395181645674,6.33201193118502,7,36,0.87860420826276
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TEX,B2M,KLRD1,0.450221824892423,3.60068362767085,3.81526330306343,9,39,0.878787410106476
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TPEX,HLA-E,CD8A,0.450221824892423,4.94749093742368,5.0923187524126,9,39,0.878787410106476
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TPEX,HLA-DQB1,LAG3,0.460492493480834,2.12694912096244,2.3530357749569,7,37,0.880991842366558
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TPEX,FN1,ITGA4_ITGB7,0.459954379052285,0.369491959308984,0.66231938031759,7,37,0.880991842366558
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TPEX,HLA-B,CD8A,0.452789516894479,7.18704592678738,7.65990018151894,9,40,0.880991842366558
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TPEX,VCAN,ITGA4,0.457882169643785,0,0.573687135096344,7,37,0.880991842366558
CD8.TPEX,Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),HMGB1,CD163,0.459621221291196,2.94189454413665,1.58922372503813,7,37,0.880991842366558
CD8.TPEX,Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),HLA-C,LILRB2,0.460492493480834,2.85868624252319,3.55177363980652,7,37,0.880991842366558
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TPEX,LYZ,ITGAL,0.458857003919559,1.16409085891171,0.912977733837246,10,40,0.880991842366558
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TPEX,B2M,CD247,0.460445076488764,3.36289610529398,3.41085063760821,7,37,0.880991842366558
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,HLA-DQA1,LAG3,0.467562521656918,3.18915288281328,3.35198166400975,7,36,0.881395364786024
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TEX,CXCL16,CXCR6,0.466096721195976,1.16503227206069,0.954772749948784,9,39,0.881395364786024
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TEX,HLA-C,CD8B,0.466096721195976,4.28177812487908,3.91411317367858,9,39,0.881395364786024
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TEX,B2M,CD3G,0.466096721195976,7.32558932845643,6.5421385157809,9,39,0.881395364786024
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,LGALS1,CD69,0.467562521656918,4.94078998751347,5.65437973410659,7,36,0.881395364786024
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TEX,B2M,CD247,0.467562521656918,3.50121543318416,3.94104948025334,7,36,0.881395364786024
CD8.TPEX,Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),HMGB1,CD163,0.475610897112558,1.6252635074239,1.71670315199969,9,39,0.88801797790982
CD8.TPEX,Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),HSP90B1,TLR2,0.475058809226565,0.795257870063552,0.764738308346659,9,39,0.88801797790982
Proliferating TAMs (cycling/MKI67+),CD8.TPEX,HLA-C,CD8A,0.475368528152276,5.69193416250462,6.11711035064544,7,32,0.88801797790982
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TPEX,HLA-C,CD8B,0.475682781941317,2.80925365532485,3.0160361911296,9,39,0.88801797790982
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,TGM2,ADGRG1,0.47737905323104,0.0790157479150384,0.0815191760552328,7,36,0.889032004930269
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TPEX,HLA-DRA,LAG3,0.480220722310563,3.61615956282762,3.99717070934268,7,37,0.890077627139868
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TEX,LGALS1,CD69,0.480249407120862,3.27442308353224,4.38210526167805,9,38,0.890077627139868
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TPEX,CXCL10,CXCR3,0.497061580519963,0.397738753501928,0.933379201864762,7,37,0.898847010290147
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TEX,B2M,CD3D,0.487727792919303,9.67697617256558,10.2009909011549,7,36,0.898847010290147
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TPEX,MRC1,PTPRC,0.497061580519963,2.09845686248405,1.67231901020017,7,37,0.898847010290147
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,HLA-B,KLRD1,0.487727792919303,2.86608837848046,2.96663857303484,7,36,0.898847010290147
Proliferating TAMs (cycling/MKI67+),CD8.TEX,HLA-C,CD8A,0.497805023857189,6.83741418845944,6.95193770609236,7,31,0.898847010290147
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TEX,HLA-C,CD8A,0.497063540152884,6.87789661536324,7.04919221537219,9,38,0.898847010290147
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TPEX,PDCD1LG2,PDCD1,0.496701230726892,0,0.0314072831826635,7,37,0.898847010290147
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TPEX,VCAN,ITGA4,0.493611250487995,0.927282081999602,0.882300652841463,9,40,0.898847010290147
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TPEX,HLA-A,CD3G,0.490117315306603,3.71200295006014,3.72584829041591,7,37,0.898847010290147
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TEX,CD59,CD2,0.494061259491795,0.673819545622367,0.608152094221649,7,36,0.898847010290147
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TPEX,VCAN,ITGB1,0.493213544119663,0.904146118990232,0.621371991780392,9,40,0.898847010290147
CD8.TPEX,Proliferating TAMs (cycling/MKI67+),CXCL13,CXCR5,0.500870661285309,0,0,7,32,0.900400099784605
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TEX,HLA-DRB5,LAG3,0.50100083373229,1.67210166884742,2.02656082592689,10,39,0.900400099784605
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,HLA-DRB5,LAG3,0.508331307417793,1.8334068719347,2.1125338591953,7,36,0.902270468964012
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,B2M,KLRD1,0.508331307417793,3.99732757416366,3.94807195509099,7,36,0.902270468964012
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,HLA-C,CD3G,0.508331307417793,4.80225538918858,4.83179568519174,7,36,0.902270468964012
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TPEX,HLA-DQB1,LAG3,0.510233365069143,1.58898589887616,2.02432587834844,9,40,0.902270468964012
CD8.TEX,Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),RPS19,C5AR1,0.507699984144787,4.34454861332268,4.28799361406396,9,38,0.902270468964012
Proliferating TAMs (cycling/MKI67+),CD8.TEX,HLA-A,CD3G,0.506267860176529,3.89418551363775,4.64718554176168,7,31,0.902270468964012
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TPEX,LYZ,ITGAL,0.509671188847189,1.24486574323247,1.12660700666291,9,40,0.902270468964012
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TPEX,S100A8,CD69,0.531001905353829,3.40355938318149,3.70455386803287,7,37,0.911792778001104
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TEX,S100A8,CD69,0.53248898233448,3.25594975520525,4.91371550223857,9,39,0.911792778001104
CD8.TEX,Proliferating TAMs (cycling/MKI67+),CXCL13,CXCR5,0.519502818149021,0,0,7,31,0.911792778001104
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,HLA-E,CD8B,0.529363320896891,3.59978896617353,3.15275437158348,7,36,0.911792778001104
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,HLA-B,CD8B,0.529363320896891,5.40923193293444,4.58094411717702,7,36,0.911792778001104
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TPEX,VEGFA,CD44,0.5333573837594,1.93073745651937,1.74645372971239,9,40,0.911792778001104
Proliferating TAMs (cycling/MKI67+),CD8.TEX,HLA-B,CD8B,0.530324424480771,4.48254059035287,4.11051903449318,7,31,0.911792778001104
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,VCAN,ITGA4,0.520312700001482,0.344805032203543,0.649447084508621,7,36,0.911792778001104
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TPEX,LYZ,ITGAL,0.531001905353829,1.81074150462668,1.37372823783187,7,37,0.911792778001104
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TEX,HLA-A,CD8A,0.529363320896891,7.84089583946407,7.71407008608835,7,36,0.911792778001104
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TPEX,HLA-A,CD8A,0.529191686302771,7.14144247695153,7.29846124394275,7,37,0.911792778001104
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TPEX,VCAN,CD44,0.5333573837594,1.7763086813606,1.4387235596141,9,40,0.911792778001104
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TPEX,HLA-C,CD8B,0.520978110930375,3.16862678422159,3.56806930361377,7,37,0.911792778001104
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TPEX,HLA-A,CD3D,0.529191686302771,6.23193032031321,5.87172188328325,7,37,0.911792778001104
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TPEX,ICOSLG,ICOS,0.532933463302769,0.0213577886979029,0.064067660068656,9,39,0.911792778001104
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TPEX,B2M,CD3D,0.550101606009598,9.10261935974461,9.26424031017748,7,37,0.918123109579032
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,HLA-B,CD3G,0.550808254960866,5.49605167671262,5.34415441202249,7,36,0.918123109579032
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,B2M,KLRD1,0.550808254960866,4.26178995475868,3.94209949355029,7,36,0.918123109579032
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TPEX,CD86,CTLA4,0.54180177077117,1.31200226066107,1.29105228352479,7,37,0.918123109579032
Proliferating TAMs (cycling/MKI67+),CD8.TEX,HLA-B,CD3D,0.554922657670336,6.33884324003113,7.35604525646216,7,31,0.918123109579032
CD8.TEX,Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),HMGB1,CD163,0.542481109149826,3.48806578684728,1.96415211902634,7,36,0.918123109579032
CD8.TPEX,IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),IFNG,IFNGR1_IFNGR2,0.552628418581965,0.775872874084303,1.01452608801761,7,37,0.918123109579032
Proliferating TAMs (cycling/MKI67+),CD8.TPEX,HMGB1,CXCR4,0.554011761442102,7.05076422622623,6.14063005480138,7,32,0.918123109579032
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,B2M,CD247,0.550808254960866,4.35783720814699,4.07671180865049,7,36,0.918123109579032
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,CD48,CD2,0.542633669707816,1.7233148248277,1.63363018801428,7,36,0.918123109579032
CD8.TEX,Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CCL5,CCR1,0.5494025081603,0.47974851500595,0.94014496967794,7,36,0.918123109579032
Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),CD8.TPEX,HBEGF,CD82,0.551588365557799,0.479773332626271,0.694877558360931,7,37,0.918123109579032
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TPEX,IL10,CD70,0.55027892689372,0,0.0134818670634602,9,39,0.918123109579032
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TEX,LGALS1,PTPRC,0.549778814303663,6.27826022777459,6.38350648026863,9,39,0.918123109579032
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TPEX,HLA-C,CD3D,0.550268827075581,6.0014706945449,5.64484961054461,9,40,0.918123109579032
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),CD8.TEX,F13A1,ITGB1,0.559364260661339,0.412868679093994,0.308481079076796,7,36,0.923490032055444
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),CD8.TEX,CD14,ITGB1,0.56722435032974,1.36374154036795,1.68207794127359,9,38,0.924367547891978
CD8.TEX,Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),HMGB1,TLR2,0.564297570639959,1.18213688842419,1.30237574381745,7,36,0.924367547891978
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD8.TEX,HLA-B,CD3G,0.567331175792137,5.15068619690886,5.15401173880992,9,39,0.924367547891978
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),CD8.TEX,CXCL16,CXCR6,0.568288220104796,1.37413049297189,0.991829271432018,10,39,0.924367547891978
